100,3,MULTIPLE,4.91,3.05,14.43
100,3,MULTIPLE,12.55,4.35,21.83
100,3,SINGLE,12.07,4.58,22.44
100,3,MULTIPLE,6.51,3.28,17.57
100,3,SINGLE,6.01,2.66,11.32
100,2,SINGLE,19.92,10.12,34.89
100,4,SINGLE,3.09,1.60,6.76
100,5,SINGLE,3.33,1.56,6.95
